[header]
width=20
height=15
tilewidth=32
tileheight=32
orientation=orthogonal

[tilesets]
tileset=../res/tileset.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
[8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10],
[11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12],
[11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12],
[11,0,0,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12],
[11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12],
[11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12],
[11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12],
[11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12],
[11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12],
[11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12],
[11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12],
[11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,15,0,0,12],
[11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12],
[11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12],
[13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15]

